Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
39,39,3,2021-07-23--2021-07-30,911 - Remix,11553846.0,"Sech, Jhay Cortez",8758283.0,27RSJHEA99Y0Vsow7nA37A,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",2021-07-09,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16",89.0,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631.0,0.784,G
40,1,39,2021-01-01--2021-01-08,DÁKITI,11524288.0,"Bad Bunny, Jhay Cortez",36142273.0,4MzXwWMhyBbmu6hOcLVD49,"['latin', 'reggaeton', 'trap latino']",2020-11-27,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",86.0,0.731,0.573,-10.059,0.0544,0.401,0.113,109.928,205090.0,0.145,E
41,41,13,2021-07-23--2021-07-30,Miénteme,11477024.0,"TINI, Maria Becerra",2936204.0,0cOa970mzTWAxKtltpkpLc,"['latin pop', 'pop argentino']",2021-04-29,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07",90.0,0.85,0.541,-4.522,0.0674,0.161,0.286,92.003,165275.0,0.916,D
42,17,10,2021-05-21--2021-05-28,"jealousy, jealousy",11287301.0,Olivia Rodrigo,6266514.0,0MMyJUC3WNnFS1lit5pTjk,['pop'],2021-05-21,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28",90.0,0.695,0.575,-6.334,0.116,0.198,0.0614,163.929,173160.0,0.699,A#/Bb
43,33,6,2021-07-02--2021-07-09,Poblado - Remix,11283626.0,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",29051363.0,1WedZeiezCmCEOzLwhx0hV,"['latin', 'reggaeton', 'reggaeton colombiano']",2021-06-18,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25",89.0,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,393280.0,0.646,D#/Eb
44,2,49,2020-11-20--2020-11-27,Dynamite,11196819.0,BTS,37106176.0,4saklk6nie3yiGePpBwUoc,"['k-pop', 'k-pop boy group']",2020-11-20,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28",89.0,0.746,0.765,-4.41,0.0993,0.0112,0.0936,114.044,199054.0,0.737,F#/Gb
45,9,39,2021-02-26--2021-03-05,The Business,10739770.0,Tiësto,5785065.0,6f3Slt0GbA2bPZlz0aIFXN,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop dance', 'slap house', 'trance', 'tropical house']",2020-09-16,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",90.0,0.798,0.62,-7.079,0.232,0.414,0.112,120.031,164000.0,0.235,G#/Ab
46,46,10,2021-07-23--2021-07-30,Heartbreak Anthem (with David Guetta & Little Mix),10315460.0,Galantis,3120157.0,5K6Ssv4Z3zRvxt0P6EKUAP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",2021-05-20,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28",89.0,0.595,0.784,-4.878,0.102,0.216,0.0608,124.111,183726.0,0.479,C#/Db
47,1,51,2020-10-16--2020-10-23,Mood (feat. iann dior),10222056.0,24kGoldn,1274433.0,4jPy3l0RUwlUI9T5XHBW2m,['cali rap'],2021-03-26,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14",89.0,0.701,0.716,-3.671,0.0361,0.174,0.324,91.007,140533.0,0.732,G
48,48,3,2021-07-23--2021-07-30,Entre Nosotros,10215216.0,"Tiago PZK, LIT killah",375865.0,6w8yBI2vthyN9UnwO4UBWb,['trap argentino'],2021-07-08,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16",89.0,0.729,0.513,-6.345,0.0455,0.494,0.137,170.064,192353.0,0.789,F
49,29,6,2021-06-25--2021-07-02,Fiel - Remix,10032746.0,"Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",6929075.0,43qcs9NpJhDxtG91zxFkj7,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2021-06-15,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25",89.0,0.839,0.711,-4.733,0.0473,0.398,0.118,97.99,349547.0,0.573,F#/Gb
50,20,11,2021-06-04--2021-06-11,Build a Bitch,9841998.0,Bella Poarch,389076.0,7BoobGhD4x5K96Me0hqC8Q,[],2021-05-14,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21",89.0,0.855,0.463,-7.454,0.0367,0.217,0.347,102.931,122773.0,0.866,D#/Eb
51,19,4,2021-07-02--2021-07-09,"Nicky Jam: Bzrp Music Sessions, Vol. 41",9799701.0,"Bizarrap, Nicky Jam",3126961.0,03LfOYi0icz4souspZVVhq,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",2021-06-30,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09",88.0,0.627,0.849,-3.167,0.153,0.0913,0.145,89.907,158087.0,0.818,C#/Db
52,52,4,2021-07-23--2021-07-30,Tiroteo - Remix,9781153.0,"Marc Seguí, Rauw Alejandro, Pol Granch",45362.0,4OwhwvKESFtuu06dTgct7i,[],2021-04-01,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09",88.0,0.75,0.522,-7.018,0.0293,0.282,0.0743,110.427,321556.0,0.601,A
53,19,3,2021-07-09--2021-07-16,NDA,9635619.0,Billie Eilish,47014200.0,38GBNKZUhfBkk3oNlWzRYd,"['electropop', 'pop']",2021-07-30,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16",84.0,0.765,0.373,-9.921,0.0713,0.341,0.112,85.016,195777.0,0.554,G#/Ab
54,40,14,2021-06-18--2021-06-25,Rasputin,9600707.0,"Majestic, Boney M.",32178.0,6FO4K7MrMoYkc5BlpX5LNV,"['house', 'pop dance', 'uk dance']",2021-06-25,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30",49.0,0.83,0.839,-6.985,0.0699,0.00201,0.0353,128.012,345543.0,0.59,F#/Gb
55,52,9,2021-07-02--2021-07-09,Leave Before You Love Me (with Jonas Brothers),9428494.0,Marshmello,31541310.0,4qu63nuBpdn0qHUHuObEj1,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",2021-05-21,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04",89.0,0.721,0.738,-4.77,0.0403,0.00226,0.118,119.976,154983.0,0.637,G
56,56,13,2021-07-23--2021-07-30,Freaks,9319465.0,Surf Curse,495226.0,7EkWXAI1wn8Ii883ecd9xr,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",2021-05-15,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07",89.0,0.345,0.941,-9.918,0.0466,3.84e-05,0.0511,179.626,147062.0,0.407,A
57,57,5,2021-07-23--2021-07-30,Meu Pedaço de Pecado,9206366.0,João Gomes,409173.0,2kJRlOyrxsy7Ot3c5TZ8Q6,[],2021-06-01,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02",83.0,0.668,0.887,-4.404,0.0564,0.369,0.257,151.92,157176.0,0.907,B
58,31,12,2021-06-04--2021-06-11,2/Catorce,9086979.0,"Rauw Alejandro, Mr. Naisgai",6080597.0,71R8HJxQk5qMiRstrlXN9t,"['puerto rican pop', 'trap latino']",2021-02-14,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14",87.0,0.54,0.455,-5.988,0.224,0.675,0.12,83.876,212032.0,0.432,D#/Eb
59,34,21,2021-04-23--2021-04-30,Beautiful Mistakes (feat. Megan Thee Stallion),9048966.0,Maroon 5,32262679.0,5zFglKYiknIxks8geR8rcL,"['pop', 'pop rock']",2021-06-11,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12",88.0,0.713,0.676,-5.483,0.027,0.0377,0.154,99.048,227395.0,0.721,A#/Bb
60,31,15,2020-02-07--2020-02-14,Run,9017356.0,OneRepublic,12169108.0,2UbVnbE5FH6008mAm6Mmgw,"['dance pop', 'piano rock', 'pop', 'pop rock']",2021-05-05,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2020-09-25--2020-10-02
2020-02-14--2020-02-21
2020-02-07--2020-02-14",88.0,0.682,0.72,-8.173,0.0381,0.326,0.148,117.003,169011.0,0.673,B
61,46,7,2021-07-02--2021-07-09,Thot Shit,8977336.0,Megan Thee Stallion,4787261.0,5zNW5ARjYhJQJz1AChP33n,"['houston rap', 'pop', 'pop rap', 'trap queen']",2021-06-11,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18",88.0,0.95,0.693,-3.424,0.0898,0.0133,0.173,130.02,184635.0,0.891,A
62,26,26,2021-03-26--2021-04-02,Your Love (9PM),8935418.0,"ATB, Topic, A7S",291777.0,5YaskwnGDZFDRipaqzbwQx,"['german dance', 'german techno', 'german trance', 'trance']",2021-01-15,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05",88.0,0.669,0.784,-5.603,0.112,0.194,0.115,125.993,150053.0,0.517,G
63,9,10,2021-05-21--2021-05-28,brutal,8881356.0,Olivia Rodrigo,6266514.0,6SRsiMl7w1USE4mFqrOhHC,['pop'],2021-05-21,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28",89.0,0.672,0.526,-6.446,0.0599,0.0311,0.28,123.999,143747.0,0.28,E
64,2,34,2021-02-26--2021-03-05,Save Your Tears,8843110.0,The Weeknd,35305637.0,37BZB0z9T8Xu7U3e65qxFy,"['canadian contemporary r&b', 'canadian pop', 'pop']",2021-04-23,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27",94.0,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014.0,0.593,C
65,8,24,2021-04-02--2021-04-09,Heartbreak Anniversary,8832945.0,Giveon,1398563.0,3FAJ6O0NOHQV8Mc5Ri6ENp,"['pop', 'r&b']",2020-03-27,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19",87.0,0.449,0.465,-8.964,0.0791,0.524,0.303,89.087,198371.0,0.543,C
66,2,83,2020-03-27--2020-04-03,Don't Start Now,8821971.0,Dua Lipa,1250353.0,7njGslFmqBmOSSOpTyZCs9,[],2021-08-13,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",0.0,0.793,0.793,-4.521,0.083,0.0123,0.0951,123.95,183290.0,0.679,B
67,33,7,2021-06-25--2021-07-02,Dinero,8564775.0,Trinidad Cardona,116817.0,3ggtU1ZOKO8ZNiqPNyXGcm,[],2018-02-02,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18",87.0,0.708,0.782,-4.687,0.0674,0.00772,0.107,119.997,160880.0,0.484,D
68,35,48,2021-01-29--2021-02-05,Sweater Weather,8564017.0,The Neighbourhood,6662605.0,2QjOHCTQ1Jl3zawyYOpxh6,"['modern alternative rock', 'modern rock', 'pop']",2013-04-19,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",87.0,0.612,0.807,-2.81,0.0336,0.0495,0.101,124.053,240400.0,0.398,A#/Bb
69,69,3,2021-07-23--2021-07-30,Sobrio,8514480.0,Maluma,26769304.0,4HzqWEdAbzcVFDv0pvxV4w,"['latin', 'reggaeton', 'reggaeton colombiano']",2021-07-08,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16",87.0,0.762,0.77,-2.758,0.223,0.138,0.15,177.998,201181.0,0.631,F
